codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
78283;A-165/CENIPA/2018 - 01;2022-05-27;2022-06-30;2023-07-18;Avaliar a pertinência de esclarecer na tabela “Classe Helicópteros Multimotores”, do Apêndice B da Instrução Suplementar (IS) n° 61-006, Revisão J, de 26NOV2021, em vigor na data de publicação deste Relatório Final, que a instrução requerida para o endosso de aeronaves modelo A109E deva obedecer aos critérios estabelecidos no Relatório de Avaliação Operacional do modelo AW109SP, tendo em vista que ambos os modelos possuem o mesmo designativo (A19S).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78283;A-165/CENIPA/2018 - 02;2022-05-27;2022-06-30;2023-07-18;Avaliar a pertinência de incluir, nas exigências de treinamento mínimo e endosso para operar modelos específicos de aeronave requeridas no item (1), letra (f) da Seção 61.199 do RBAC 61, o treinamento em solo e em voo para a operação VFR noturna.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78283;A-165/CENIPA/2018 - 03;2022-05-27;2022-06-30;2023-07-18;Estabelecer orientações objetivando esclarecer aos pilotos quais os procedimentos necessários para readquirir experiência recente, após deixar de realizar, dentro dos 90 (noventa) dias precedentes ao voo, as operações previstas na seção 61.21 do RBAC 61, principalmente quanto aos requisitos de voo noturno.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78283;A-165/CENIPA/2018 - 04;2022-05-27;2022-06-30;2023-07-18;Divulgar os ensinamentos colhidos nesta investigação aos Centros de Treinamento da Aviação Civil autorizados a ministrar instruções teóricas e/ou práticas para helicópteros, a fim de contribuir para a disseminação da cultura do endosso, enfatizando sua importância para a operação segura das aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78283;A-165/CENIPA/2018 - 05;2022-05-27;2022-06-30;2023-07-18;Avaliar a pertinência de instituir fichas de acompanhamento da instrução de solo e de voo para que o piloto endossante registre a evolução do treinamento do piloto endossado.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78283;A-165/CENIPA/2018 - 06;2022-05-27;2022-06-30;2022-07-18;Analisar a possibilidade de traduzir a adaptar, para a realidade da aviação civil brasileira, os textos dos handbooks e manuais publicados e disponibilizados pela FAA na sua página eletrônica, no endereço https://www.faa.gov/regulations policies/handbooksmanuals/.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78282;A-164/CENIPA/2018 - 01;2022-04-12;2022-04-25;2022-07-19;Atuar junto à Pachu Aviação Agrícola Ltda., no sentido de avaliar a disponibilidade e aplicabilidade de seu Manual de Gerenciamento da Segurança Operacional (MGSO) e suas Especificações Operativas, a fim de que os eventuais riscos relacionados à operação sejam mapeados e mitigados apropriadamente.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78203;IG-152/CENIPA/2018 - 02;2022-09-21;2022-09-27;2023-03-08;Divulgar os ensinamentos colhidos no presente relatório, de modo a alertar os controladores de tráfego aéreo quanto à importância do correto emprego da fraseologia nas comunicações aeronáuticas.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78200;A-151/CENIPA/2018 - 01;2021-11-16;2021-12-17;2021-12-20;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira, sobre os riscos da realização de procedimentos de pouso quando condições climáticas propícias à formação de windshear (tempestades, pancadas de chuva, virga) estiverem ocorrendo nas proximidades do aeródromo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78176;A-146/CENIPA/2018 - 01;2019-03-11;2019-03-21;2019-05-03;Divulgar os ensinamentos colhidos com a presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre a importância do fortalecimento das barreiras e defesas necessárias à mitigação do erro humano e limitação de suas consequências.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78079;A-128/CENIPA/2022 - 01;2025-04-08;2025-04-14;2025-10-14;Divulgar os ensinamentos colhidos nesta investigação aos detentores de habilitação MLTE a fim de que eles revisem seus treinamentos de limitações e emergências, notadamente em função da carga de trabalho demandada pelo equipamento em situações de emergência, principalmente quando operando single pilot.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78058;A-124/CENIPA/2018 - 01;2021-10-04;2022-02-11;2022-02-15;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre a importância da criteriosa avaliação das condições meteorológicas para a condução de voos sob VFR.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78035;IG-110/CENIPA/2018 – 01;2025-10-29;2025-10-30;NULL;Divulgar os ensinamentos contidos nesta investigação à empresa NAV Brasil Serviços deNavegação Aérea, no intuito de elevar o nível de alerta situacional dos Air Traffic Controllers(ATCO - controladores de tráfego aéreo) quanto à importância de compreender as normasestabelecidas nos Modelos Operacionais em vigor e aplicar adequadamente asferramentas disponibilizadas para a prestação do serviço de tráfego aéreo.;***;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78033;A-119/CENIPA/2018 - 01;2021-12-16;2021-12-23;NULL;Atuar junto à empresa Boeing Company, fabricante da aeronave, a fim de verificar a eficácia das inspeções obrigatórias de controle de qualidade a serem aplicadas no aft trunnion pin e em peças similares, após o processo de retífica da camada de cromo, principalmente no que tange ao previsto no Standard Overhaul Pratices Manual, Grinding of Chrome Plated Parts 20-10-04, item 4, Quality Control.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78031;A-117/CENIPA/2018 - 05;2020-07-24;2020-08-13;2021-01-29;Atuar junto à administração do Aeródromo de Itápolis, a fim de que seja elaborado um Documento de Gerenciamento do Risco à Segurança Operacional (DGRSO), conforme determinam os itens 1.5.4 e 2.2.3.5 da ICA 63-18/2017, fazendo constar o volume de movimentos das operações locais, com o detalhamento das médias diária e mensal, assim como o volume de tráfego nos horários de pico, para subsidiar a implantação de um AFIS no aeródromo ou uma TWR, se o movimento assim exigir.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78031;A-117/CENIPA/2018 - 06;2020-07-24;2020-08-13;2021-01-29;Atuar junto à administração do Aeródromo de Itápolis, a fim de que seja elaborado o pedido formal de implantação de uma Frequência de Coordenação de Aeródromo (FCA) exclusiva.;NÃO ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
77995;A-111/CENIPA/2018 - 01;2021-11-16;2021-12-23;2022-01-04;Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os operadores de aeronaves da aviação geral quanto aos riscos associados à execução da atividade aérea sem a fiel observância das normas operacionais, em especial, no que diz respeito aos limites de peso máximo de decolagem.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77977;A-104/CENIPA/2018 - 01;2019-03-11;2019-03-21;2019-07-22;Atuar junto à organização de manutenção Nacional Manutenção de Aeronaves Ltda., a fim de que essa instituição demonstre que possui e aplica todos os recursos necessários e adequada prestação de serviços de manutenção e escrituração das aeronaves CESSNA AIRCRAFT, modelo 172B, conforme preconiza a legislação em vigor, os respectivos manuais técnicos e a Lista de Capacidades da empresa.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77904;IG-092/CENIPA/2018 – 01;2025-11-25;2025-11-25;NULL;Divulgar os ensinamentos coletados nesta investigação nos eventos de promoção dasegurança operacional, em especial no âmbito do Brazilian General Aviation Safety Team (BGAST), a fim de disseminar a importância do respeito aos limites de operação definidos pelos fabricantes, a relevância da coordenação prévia entre operador e tripulação para alterações de planejamento de voo, bem como proporcionar o incremento da cultura de segurança de voo nesse importante segmento da aviação brasileira.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77895;A-088/CENIPA/2018 -01;2019-05-16;2019-05-27;2019-06-04;Divulgar  o  conteúdo  deste  Relatório  Final,  a  fim  de  alertar  os  pilotos  da  Aviação  Geral quanto aos riscos associados à operação em condições meteorológicas adversas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77893;A-089/CENIPA/2018 -01;2019-04-08;2019-04-25;2019-05-03;Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  a  fim  de  alertar  pilotos  e operadores da aviação civil brasileira sobre a importância do correto planejamento de voo, sobretudo no que diz respeito aos aspectos relacionados à performance da aeronave na decolagem e subida e à escolha da cabeceira para a operação.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 01;2018-11-07;2018-11-27;2018-12-27;Atuar junto à Asas de Socorro, a fim de que aquela organização aperfeiçoe seus mecanismos administrativos e operacionais de escrituração dos serviços de manutenção executados em suas aeronaves, como forma de prevenir ocorrências aeronáuticas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 02;2018-11-07;2018-11-27;2018-12-27;Atuar junto à Asas de Socorro, a fim de alertar aquela organização sobre os riscos decorrentes da operação em pistas não homologadas - ou não registradas - pela Autoridade da aviação Civil, fato que fere o Art. 30 do Código Brasileiro de aeronáutica.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 03;2018-11-07;2018-11-27;2018-12-27;Atuar junto à Asas de Socorro, a fim de que o item 6.8.12 (Procedimentos de voo VFR por cima da camada) do MGO daquela organização seja revisado, no intuito de torna-lo condizente com o que prevê o subitem 5.1.2-a da ICA 100-12/2016: os voos VFR somente serão realizados quando simultânea e continuamente o piloto puder manter referência com o solo ou água, de modo que as formações meteorológicas abaixo do nível de voo não obstruam mais da metade da área de sua visão.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 04;2018-11-07;2018-11-27;2018-12-27;Atuar junto à Asas de Socorro, a fim de que aquela organização oriente os tripulantes que operam suas aeronaves a serem mais conservativos quando estiverem realizando o planeamento dos voos, sobretudo no que diz respeito à análise dos impactos causados por meteorologia adversa.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 05;2018-11-07;2018-11-27;2018-12-27;Atuar junto à Asas de Socorro, a fim de enfatizar àquela organização a importância de se observar o previsto no Art. 88 do Código Brasileiro de aeronáutica que, salvo as exceções estabelecidas, proíbe a remoção de aeronaves acidentadas do local da ocorrência sem a devida anuncia da autoridade de investigação SIPAER.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 06;2018-11-07;2018-11-27;2018-12-27;Atuar junto à Asas de Socorro, a fim de enfatizar àquela organização a importância de se observar o previsto no RBAC 175 (Transporte de artigos perigosos em aeronaves civis), e suas respectivas IS, e no DOC 9284-AN/905 da ICAO, sempre que houver a necessidade de se transportar carga em alguma de suas aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77840;A-074/CENIPA/2018 - 07;2018-11-07;2018-11-27;2018-12-27;Atuar junto à Fundação Nacional do índio (FUNAI), a fim de estimular aquele órgão a solicitar a essa Agência o registro das pistas e áreas de pouso e decolagem localizadas dentro de terras indígenas, uma vez que o apoio Aéreo é de suma importância para o cumprimento das atribuições institucionais de tal Fundação.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77808;A-068/CENIPA/2018 - 01;2018-12-19;2019-02-21;2019-08-14;Atuar junto ao Aeroclube de Eldorado do Sul, a fim de que aquele operador aprimore seus mecanismos de padronização da instrução aérea, sobretudo no que diz respeito a utilização de fichas de avaliação que apresentem todos os campos necessários ao adequado registro do voo.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77808;A-068/CENIPA/2018 - 02;2018-12-19;2019-02-21;2019-08-14;Atuar junto ao Aeroclube de Eldorado do Sul, a fim de que aquele operador aprimore seus mecanismos de padronização de instrutores, sobretudo no que diz respeito ao preenchimento das fichas de voo, ocasião em que os comentários anotados devem ser compatíveis com os níveis de aprendizagem esperados e com os graus atribuídos a cada exercício.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77808;A-068/CENIPA/2018 - 03;2018-12-19;2019-02-21;2019-08-14;Atuar junto ao Aeroclube de Eldorado do Sul, a fim de que aquele operador aprimore os treinamentos de Crew Resource Management (CRM) oferecido a seus tripulantes, sobretudo no que diz respeito a padronização e as corretas técnicas de instrução, e oriente os instrutores a serem proativos e conservativos, de modo a evitar que os erros dos alunos se aproximem do ponto de irreversibilidade de um acidente.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77808;A-068/CENIPA/2018 - 04;2018-12-19;2019-02-21;2019-08-14;Atuar junto ao Aeroclube de Eldorado do Sul, a fim de que aquele operador aperfeiçoe seus mecanismos administrativos e operacionais de recebimento e verificação dos serviços de manutenção executados em suas aeronaves, como forma de prevenir ocorrências aeronáuticas.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77807;A-067/CENIPA/2018 - 01;2018-07-27;2018-07-30;2018-10-29;Realizar gestões junto à INFRAERO, empresa operadora do Aeroporto Internacional de Campo Grande-MS, a fim de que esta revise seu Plano de Gerenciamento de Risco de Fauna (PGRF), utilizando informações oriundas de Identificação de Perigo de Fauna (IPF) e indicando ações preventivas para mitigar o risco da presença de animais terrestres na área operacional do aeródromo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77807;A-067/CENIPA/2018 - 02;2018-07-27;2018-07-30;2018-10-29;Realizar gestões junto à INFRAERO, empresa operadora do Aeroporto Internacional de Campo Grande-MS, a fim de que esta inclua em seu Plano de Gerenciamento de Risco de Fauna (PGRF) as ações específicas atribuídas à cada integrante da Comissão de Gerenciamento de Risco de Fauna interna e externa.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77807;A-067/CENIPA/2018 - 03;2018-07-27;2018-07-30;2018-10-29;Realizar gestões junto à INFRAERO, empresa operadora do Aeroporto Internacional de Campo Grande-MS, a fim de que esta efetue reparos e melhorias na cerca operacional existente, em coordenação com as demais organizações envolvidas na execução das atividades operacionais do aeródromo, levando-se em consideração as informações obtidas com a Identificação do Perigo da Fauna (IPF).;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77807;A-067/CENIPA/2018 - 04;2018-09-04;2018-11-07;2019-02-15;Atuar junto aos operadores de aeródromo da aviação civil brasileira, a fim de que as organizações que ainda não tenham realizado a Identificação de Perigo de Fauna (IPF) implementem o referido procedimento e, posteriormente, atualizem seus Programas de Gerenciamento do Risco da Fauna (PGRF).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77803;IG-065/CENIPA/2018 - 01;2019-12-18;2020-01-13;2020-04-01;Atuar junto a INFRAMERICA, a fim de que aquele Operador de Aeródromo adote medidas em relação à estrutura de iluminação dos pátios de estacionamento (Píer Norte e Píer Sul), de modo a evitar que a luz proveniente dos respectivos holofotes interfira negativamente na linha de visada dos controladores da TWR-BR.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77803;IG-065/CENIPA/2018 - 05;2019-12-18;2020-01-14;2020-10-05;Analisar a pertinência de se estabelecer, com clareza e em norma, o momento ou a posição em que, após o pouso, a tripulação de uma aeronave deve trocar a frequência da Torre de Controle para o Controle de Solo.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
